chekin_id,gym_id,user_id,timestamp,equipment,duration_min
C4667,G9,U201,2025-10-18 16:57:57,Elliptical,93
C4668,G8,U349,2025-10-08 12:52:15,Chest press,76
C4669,G8,U214,2025-10-03 21:46:24,Bench Press,78
C4670,G9,U450,2025-10-02 11:01:15,Shoulder press,44
C4671,G1,U276,2025-10-01 12:51:20,Stationary Bike,72
C4672,G1,U324,2025-10-01 19:39:05,Elliptical,33
C4673,G8,U301,2025-10-07 22:13:30,Squat Rack,58
C4674,G2,U169,2025-10-14 10:20:20,Bench Press,66
C4675,G8,U453,2025-10-06 00:37:21,Elliptical,74
C4676,G4,U494,2025-10-10 10:05:51,Treadmill,40
C4677,G1,U425,2025-10-16 14:46:03,Elliptical,80
C4678,G1,U49,2025-09-28 23:04:46,Treadmill,85
C4679,G8,U198,2025-09-27 19:20:17,Leg Press,49
C4680,G8,U47,2025-10-06 20:29:38,Shoulder press,95
C4681,G9,U363,2025-10-07 08:07:17,Ab Machine,55
C4682,G3,U159,2025-10-14 04:57:22,Elliptical,70
C4683,G9,U467,2025-10-19 00:41:08,Treadmill,56
C4684,G4,U476,2025-09-23 22:43:05,Rowing Machine,65
C4685,G5,U145,2025-10-13 17:37:06,Rowing Machine,101
C4686,G8,U8,2025-09-29 13:37:21,Chest press,18
C4687,G9,U126,2025-09-29 05:23:05,Weight bench,19
C4688,G4,U404,2025-10-16 12:58:52,Shoulder press,69
C4689,G8,U418,2025-10-12 07:10:58,Chest press,64
C4690,G4,U388,2025-10-12 23:07:23,Rowing Machine,102
C4691,G1,U354,2025-09-28 06:27:42,Weight bench,74
C4692,G4,U390,2025-10-13 01:34:27,Elliptical,86
C4693,G9,U235,2025-10-14 01:15:46,Elliptical,89
C4694,G6,U206,2025-09-24 18:55:43,Stationary Bike,106
C4695,G8,U353,2025-10-10 23:35:40,Ab Machine,73
C4696,G7,U280,2025-10-22 12:03:04,Shoulder press,44
C4697,G4,U287,2025-09-26 23:08:43,Treadmill,39
C4698,G7,U181,2025-09-24 19:22:58,Lat Pulldown,29
C4699,G2,U43,2025-09-26 13:31:38,Stationary Bike,65
C4700,G9,U238,2025-10-22 03:50:29,Treadmill,65
C4701,G2,U55,2025-10-10 08:35:50,Weight bench,58
C4702,G6,U361,2025-10-15 15:02:01,Ab Machine,106
C4703,G1,U31,2025-10-07 18:40:25,Stationary Bike,95
C4704,G8,U295,2025-09-25 03:08:51,Lat Pulldown,80
C4705,G8,U283,2025-10-17 20:13:26,Chest press,102
C4706,G4,U253,2025-10-18 07:49:42,Lat Pulldown,43
C4707,G1,U445,2025-10-22 02:37:30,Shoulder press,42
C4708,G4,U444,2025-09-29 16:12:05,Bench Press,85
C4709,G8,U66,2025-10-20 03:56:25,Stationary Bike,116
C4710,G9,U20,2025-10-20 20:43:40,Bench Press,37
C4711,G1,U322,2025-10-01 10:31:28,Weight bench,80
C4712,G3,U439,2025-10-15 12:41:25,Squat Rack,59
C4713,G2,U312,2025-10-07 04:11:08,Lat Pulldown,120
C4714,G9,U424,2025-10-05 23:33:36,Ab Machine,38
C4715,G5,U52,2025-10-11 16:01:20,Stationary Bike,108
C4716,G6,U420,2025-09-27 06:27:42,Shoulder press,27
C4717,G2,U328,2025-10-09 07:31:40,Chest press,53
C4718,G2,U259,2025-10-01 16:43:09,Elliptical,101
C4719,G4,U465,2025-09-29 13:55:21,Weight bench,97
C4720,G1,U28,2025-10-16 08:11:45,Chest press,21
C4721,G5,U429,2025-10-18 04:40:44,Chest press,107
C4722,G3,U444,2025-10-14 08:55:30,Treadmill,60
C4723,G1,U28,2025-09-30 13:52:03,Weight bench,90
C4724,G9,U125,2025-09-27 20:13:14,Lat Pulldown,73
C4725,G9,U323,2025-10-20 17:43:25,Elliptical,78
C4726,G1,U337,2025-10-05 08:31:26,Treadmill,80
C4727,G5,U283,2025-10-20 22:35:23,Chest press,18
C4728,G4,U289,2025-10-04 07:29:01,Shoulder press,59
C4729,G5,U109,2025-09-28 19:16:37,Weight bench,59
C4730,G2,U391,2025-10-08 18:35:31,Squat Rack,20
C4731,G4,U241,2025-10-12 17:51:52,Chest press,26
C4732,G6,U59,2025-09-27 10:12:37,Elliptical,41
C4733,G7,U124,2025-10-04 19:47:12,Chest press,86
C4734,G2,U359,2025-10-09 05:52:18,Shoulder press,18
C4735,G4,U15,2025-09-27 23:11:03,Treadmill,89
C4736,G5,U173,2025-09-27 05:33:37,Bench Press,69
C4737,G6,U119,2025-10-19 19:08:00,Lat Pulldown,119
C4738,G6,U224,2025-10-13 10:31:12,Ab Machine,36
C4739,G5,U167,2025-10-12 02:41:22,Shoulder press,93
C4740,G3,U454,2025-10-14 08:23:33,Squat Rack,15
C4741,G6,U155,2025-09-25 15:43:29,Chest press,19
C4742,G6,U279,2025-09-29 07:21:54,Elliptical,55
C4743,G4,U365,2025-10-20 21:47:10,Lat Pulldown,47
C4744,G2,U150,2025-10-13 05:57:21,Treadmill,16
C4745,G5,U5,2025-10-11 09:15:52,Stationary Bike,25
C4746,G4,U53,2025-09-25 22:10:31,Shoulder press,93
C4747,G9,U296,2025-10-06 17:44:42,Rowing Machine,49
C4748,G4,U86,2025-10-07 09:18:26,Bench Press,34
C4749,G1,U473,2025-10-01 18:36:59,Leg Press,76
C4750,G4,U125,2025-10-14 05:09:52,Ab Machine,16
C4751,G1,U101,2025-09-30 13:27:54,Ab Machine,60
C4752,G2,U369,2025-10-14 03:09:01,Chest press,69
C4753,G2,U83,2025-09-24 03:31:07,Elliptical,44
C4754,G7,U179,2025-09-27 23:11:20,Bench Press,109
C4755,G7,U61,2025-10-12 14:40:45,Weight bench,109
C4756,G3,U446,2025-10-15 00:43:41,Treadmill,84
C4757,G1,U180,2025-10-11 02:17:37,Leg Press,56
C4758,G9,U230,2025-10-17 16:52:03,Squat Rack,111
C4759,G7,U285,2025-10-04 18:40:06,Chest press,85
C4760,G4,U340,2025-09-22 21:30:52,Elliptical,98
C4761,G9,U316,2025-10-18 13:02:41,Stationary Bike,72
C4762,G3,U367,2025-10-14 22:17:20,Bench Press,71
C4763,G2,U94,2025-09-25 02:57:03,Rowing Machine,21
C4764,G5,U491,2025-10-07 13:05:03,Ab Machine,116
C4765,G1,U239,2025-09-23 15:11:43,Chest press,63
C4766,G4,U227,2025-10-01 21:53:06,Weight bench,94
C4767,G1,U66,2025-09-24 14:23:37,Leg Press,93
C4768,G3,U405,2025-10-01 04:24:07,Squat Rack,69
C4769,G8,U21,2025-10-17 16:30:11,Ab Machine,62
C4770,G6,U76,2025-10-13 15:39:19,Chest press,116
C4771,G3,U65,2025-10-10 15:22:56,Shoulder press,27
C4772,G3,U129,2025-10-10 10:18:37,Bench Press,81
C4773,G5,U403,2025-10-22 12:22:34,Leg Press,97
C4774,G5,U386,2025-10-05 00:57:06,Lat Pulldown,53
C4775,G4,U172,2025-09-25 04:39:43,Elliptical,100
C4776,G8,U263,2025-10-07 06:00:22,Ab Machine,70
C4777,G5,U95,2025-09-29 22:18:24,Rowing Machine,43
C4778,G5,U336,2025-09-28 02:46:34,Bench Press,46
C4779,G7,U496,2025-10-02 03:13:30,Chest press,61
C4780,G7,U319,2025-10-03 22:47:00,Rowing Machine,30
C4781,G7,U294,2025-10-01 22:18:31,Chest press,95
C4782,G9,U318,2025-10-08 07:46:43,Leg Press,115
C4783,G4,U345,2025-10-19 11:01:04,Elliptical,46
C4784,G1,U173,2025-10-17 20:01:28,Chest press,109
C4785,G6,U410,2025-10-07 23:44:12,Weight bench,108
C4786,G8,U359,2025-10-07 10:50:03,Rowing Machine,94
C4787,G5,U166,2025-10-09 13:32:02,Shoulder press,75
C4788,G6,U169,2025-10-10 03:55:58,Shoulder press,56
C4789,G2,U414,2025-10-06 23:38:25,Shoulder press,106
C4790,G1,U362,2025-09-27 19:07:37,Weight bench,51
C4791,G6,U434,2025-10-08 10:44:34,Bench Press,27
C4792,G2,U83,2025-10-20 20:40:37,Ab Machine,84
C4793,G7,U220,2025-10-05 13:39:45,Chest press,100
C4794,G8,U388,2025-10-11 02:49:39,Bench Press,23
C4795,G5,U25,2025-10-16 15:14:06,Bench Press,43
C4796,G4,U68,2025-10-13 19:41:29,Bench Press,99
C4797,G9,U154,2025-09-23 03:06:28,Bench Press,25
C4798,G8,U323,2025-09-22 18:32:51,Lat Pulldown,51
C4799,G4,U323,2025-09-24 10:57:18,Leg Press,67
C4800,G2,U159,2025-10-21 18:23:54,Lat Pulldown,71
C4801,G4,U177,2025-10-18 22:53:21,Bench Press,118
C4802,G5,U24,2025-10-02 02:49:42,Squat Rack,92
C4803,G2,U380,2025-10-21 07:18:19,Treadmill,52
C4804,G3,U389,2025-10-14 23:07:46,Bench Press,102
C4805,G4,U389,2025-09-24 08:47:26,Squat Rack,83
C4806,G7,U116,2025-10-12 05:14:58,Shoulder press,111
C4807,G3,U276,2025-09-23 23:41:27,Bench Press,34
C4808,G2,U163,2025-10-18 11:37:28,Treadmill,51
C4809,G5,U331,2025-09-24 08:12:11,Squat Rack,111
C4810,G3,U54,2025-10-11 10:37:39,Rowing Machine,51
C4811,G1,U242,2025-09-27 06:05:39,Ab Machine,40
C4812,G4,U93,2025-10-10 16:38:30,Treadmill,28
C4813,G4,U319,2025-09-26 15:39:40,Leg Press,43
C4814,G8,U222,2025-10-16 01:33:32,Shoulder press,28
C4815,G8,U295,2025-10-07 16:19:23,Rowing Machine,27
C4816,G4,U59,2025-10-11 07:45:57,Bench Press,25
C4817,G4,U76,2025-10-10 05:53:30,Bench Press,72
C4818,G1,U38,2025-09-24 00:34:41,Elliptical,114
C4819,G3,U251,2025-10-17 10:03:54,Squat Rack,39
C4820,G2,U202,2025-09-27 21:58:59,Shoulder press,19
C4821,G8,U488,2025-10-13 08:24:47,Chest press,51
C4822,G6,U329,2025-09-25 23:40:20,Weight bench,120
C4823,G2,U347,2025-10-09 18:15:48,Squat Rack,111
C4824,G7,U255,2025-10-12 21:19:19,Weight bench,87
C4825,G3,U210,2025-10-21 11:52:18,Rowing Machine,86
C4826,G7,U83,2025-10-16 23:32:40,Treadmill,86
C4827,G9,U193,2025-10-17 20:37:42,Ab Machine,81
C4828,G4,U153,2025-10-17 22:34:40,Leg Press,27
C4829,G3,U109,2025-10-21 13:05:25,Elliptical,45
C4830,G3,U61,2025-10-14 22:39:42,Shoulder press,115
C4831,G7,U286,2025-10-15 15:07:07,Squat Rack,47
C4832,G3,U433,2025-10-08 02:01:41,Ab Machine,69
C4833,G3,U433,2025-10-17 22:23:25,Chest press,118
C4834,G5,U32,2025-10-04 11:33:31,Shoulder press,18
C4835,G1,U311,2025-09-22 14:07:09,Treadmill,76
C4836,G4,U141,2025-09-27 20:29:37,Stationary Bike,26
C4837,G3,U417,2025-10-21 10:14:34,Squat Rack,96
C4838,G2,U184,2025-10-20 11:24:47,Bench Press,90
C4839,G7,U85,2025-10-13 10:10:54,Treadmill,99
C4840,G7,U353,2025-10-05 07:19:42,Leg Press,80
C4841,G3,U80,2025-10-16 22:01:52,Weight bench,98
C4842,G8,U288,2025-10-21 13:04:41,Elliptical,15
C4843,G4,U427,2025-09-22 21:08:32,Weight bench,67
C4844,G3,U215,2025-10-06 00:40:27,Leg Press,60
C4845,G8,U270,2025-10-17 18:45:00,Shoulder press,29
C4846,G3,U372,2025-10-20 05:37:21,Elliptical,102
C4847,G5,U483,2025-09-28 19:48:51,Elliptical,64
C4848,G2,U13,2025-10-18 23:54:00,Ab Machine,90
C4849,G5,U235,2025-09-30 05:20:39,Elliptical,48
C4850,G9,U115,2025-10-18 20:33:44,Elliptical,28
C4851,G5,U64,2025-10-15 18:53:05,Stationary Bike,119
C4852,G1,U56,2025-09-24 05:26:26,Bench Press,120
C4853,G6,U379,2025-10-03 08:10:42,Stationary Bike,31
C4854,G3,U6,2025-10-21 16:17:06,Elliptical,34
C4855,G9,U413,2025-09-24 21:30:10,Lat Pulldown,48
C4856,G1,U24,2025-10-20 15:44:00,Stationary Bike,78
C4857,G2,U77,2025-10-17 06:56:09,Lat Pulldown,76
C4858,G6,U107,2025-10-03 10:00:30,Squat Rack,50
C4859,G2,U371,2025-09-28 02:01:56,Bench Press,81
C4860,G5,U465,2025-10-20 13:09:55,Shoulder press,95
C4861,G5,U320,2025-10-01 11:05:33,Elliptical,46
C4862,G6,U40,2025-10-19 12:22:17,Rowing Machine,87
C4863,G5,U347,2025-10-19 04:07:38,Ab Machine,81
C4864,G5,U336,2025-10-16 17:31:37,Weight bench,67
C4865,G9,U204,2025-10-04 20:32:49,Lat Pulldown,100
C4866,G7,U495,2025-10-20 05:25:39,Stationary Bike,95
C4867,G5,U213,2025-10-16 14:02:11,Elliptical,63
C4868,G4,U476,2025-09-26 16:57:28,Treadmill,75
C4869,G5,U423,2025-09-27 22:30:50,Chest press,40
C4870,G2,U27,2025-10-03 09:27:51,Stationary Bike,85
C4871,G9,U131,2025-10-22 11:31:22,Ab Machine,96
C4872,G3,U284,2025-09-27 00:48:28,Bench Press,56
C4873,G7,U159,2025-10-05 13:21:19,Squat Rack,63
C4874,G1,U395,2025-10-07 18:02:38,Ab Machine,64
C4875,G4,U180,2025-10-02 09:42:16,Chest press,72
C4876,G5,U175,2025-10-02 09:15:58,Shoulder press,17
C4877,G1,U141,2025-10-20 14:18:03,Elliptical,83
C4878,G6,U393,2025-09-22 20:05:32,Stationary Bike,21
C4879,G9,U212,2025-10-04 14:17:49,Weight bench,57
C4880,G3,U70,2025-10-18 00:50:32,Squat Rack,30
C4881,G1,U406,2025-10-04 21:34:57,Shoulder press,16
C4882,G7,U54,2025-10-05 18:13:27,Rowing Machine,76
C4883,G9,U179,2025-09-23 09:26:31,Lat Pulldown,52
C4884,G9,U254,2025-09-29 16:00:52,Weight bench,23
C4885,G1,U34,2025-10-21 13:48:06,Rowing Machine,50
C4886,G8,U99,2025-10-11 18:24:35,Elliptical,97
C4887,G3,U455,2025-10-17 17:30:03,Shoulder press,56
C4888,G7,U62,2025-09-26 22:22:24,Treadmill,54
C4889,G9,U32,2025-10-04 15:10:09,Treadmill,86
C4890,G1,U189,2025-10-03 08:46:13,Elliptical,97
C4891,G9,U349,2025-10-20 09:01:46,Ab Machine,26
C4892,G3,U129,2025-10-19 01:38:43,Stationary Bike,92
C4893,G5,U420,2025-09-24 04:20:57,Lat Pulldown,89
C4894,G9,U156,2025-10-04 02:57:49,Bench Press,104
C4895,G8,U136,2025-09-26 04:20:13,Leg Press,77
C4896,G5,U273,2025-09-30 13:04:24,Lat Pulldown,74
C4897,G4,U230,2025-10-11 12:36:12,Shoulder press,88
C4898,G7,U157,2025-10-14 05:38:43,Lat Pulldown,66
C4899,G6,U354,2025-09-24 03:40:51,Ab Machine,45
C4900,G6,U158,2025-10-17 22:39:56,Squat Rack,36
C4901,G1,U445,2025-09-22 20:32:09,Ab Machine,29
C4902,G5,U75,2025-10-08 23:24:57,Stationary Bike,86
C4903,G4,U388,2025-09-23 07:08:04,Ab Machine,110
C4904,G2,U76,2025-09-25 11:22:31,Stationary Bike,17
C4905,G5,U332,2025-09-22 15:25:12,Squat Rack,23
C4906,G1,U251,2025-10-13 18:44:30,Treadmill,55
C4907,G1,U360,2025-09-22 19:18:47,Ab Machine,44
C4908,G5,U10,2025-10-22 01:02:30,Rowing Machine,47
C4909,G2,U416,2025-09-25 03:35:09,Ab Machine,103
C4910,G1,U323,2025-10-15 15:45:21,Chest press,41
C4911,G7,U40,2025-09-27 01:46:15,Treadmill,74
C4912,G2,U103,2025-10-12 08:23:54,Shoulder press,74
C4913,G1,U312,2025-10-21 13:07:36,Lat Pulldown,54
C4914,G6,U386,2025-09-25 19:38:37,Stationary Bike,69
C4915,G8,U357,2025-10-08 05:29:08,Chest press,95
C4916,G2,U411,2025-09-27 01:50:00,Stationary Bike,64
C4917,G1,U82,2025-10-04 06:48:13,Leg Press,89
C4918,G7,U133,2025-09-29 01:37:48,Squat Rack,22
C4919,G4,U178,2025-09-27 17:14:02,Squat Rack,56
C4920,G9,U183,2025-10-13 04:48:48,Weight bench,69
C4921,G2,U436,2025-10-15 14:43:36,Bench Press,92
C4922,G1,U96,2025-10-10 05:15:31,Lat Pulldown,30
C4923,G9,U496,2025-10-04 05:12:03,Weight bench,79
C4924,G7,U98,2025-10-07 17:33:37,Squat Rack,74
C4925,G7,U23,2025-10-18 16:47:16,Treadmill,73
C4926,G3,U137,2025-09-24 05:36:16,Leg Press,115
C4927,G1,U186,2025-10-16 17:25:27,Squat Rack,52
C4928,G2,U222,2025-10-19 15:54:04,Weight bench,83
C4929,G7,U32,2025-10-05 11:19:02,Squat Rack,76
C4930,G1,U191,2025-10-03 10:33:49,Stationary Bike,75
C4931,G8,U81,2025-10-20 10:13:31,Chest press,74
C4932,G1,U95,2025-10-04 17:28:19,Leg Press,39
C4933,G5,U331,2025-09-28 03:18:04,Weight bench,51
C4934,G4,U272,2025-09-29 01:36:41,Chest press,84
C4935,G8,U201,2025-10-02 05:58:39,Chest press,39
C4936,G8,U133,2025-10-16 18:22:22,Treadmill,37
C4937,G1,U87,2025-10-16 20:48:58,Stationary Bike,117
C4938,G9,U406,2025-09-24 09:13:17,Treadmill,45
C4939,G4,U117,2025-10-03 06:37:39,Chest press,38
C4940,G1,U412,2025-10-06 15:28:27,Rowing Machine,32
C4941,G7,U329,2025-10-05 04:29:07,Rowing Machine,26
C4942,G9,U467,2025-09-27 19:13:52,Rowing Machine,26
C4943,G5,U223,2025-10-07 14:20:50,Rowing Machine,66
C4944,G5,U438,2025-09-28 14:04:47,Leg Press,60
C4945,G2,U138,2025-10-11 03:40:05,Weight bench,93
C4946,G9,U69,2025-10-21 06:01:31,Rowing Machine,56
C4947,G9,U295,2025-10-08 10:19:51,Weight bench,44
C4948,G5,U26,2025-10-18 20:17:16,Stationary Bike,75
C4949,G2,U87,2025-10-03 23:03:32,Stationary Bike,100
C4950,G5,U156,2025-10-04 10:33:20,Chest press,37
C4951,G4,U300,2025-10-13 01:03:41,Squat Rack,55
C4952,G6,U335,2025-10-04 09:07:42,Lat Pulldown,69
C4953,G3,U33,2025-10-13 23:21:26,Bench Press,30
C4954,G4,U322,2025-10-05 08:58:28,Weight bench,23
C4955,G8,U434,2025-10-19 04:02:41,Weight bench,105
C4956,G1,U341,2025-09-23 09:39:29,Ab Machine,91
C4957,G5,U203,2025-10-05 10:17:10,Ab Machine,70
C4958,G5,U369,2025-09-24 20:22:03,Weight bench,62
C4959,G2,U165,2025-09-22 21:41:29,Stationary Bike,47
C4960,G5,U430,2025-10-11 03:26:13,Squat Rack,22
C4961,G5,U62,2025-09-28 01:05:29,Lat Pulldown,104
C4962,G7,U223,2025-10-17 14:00:22,Lat Pulldown,84
C4963,G6,U155,2025-09-28 01:35:05,Shoulder press,59
C4964,G1,U75,2025-10-05 16:57:15,Leg Press,63
C4965,G5,U121,2025-10-19 14:15:01,Treadmill,77
C4966,G4,U243,2025-10-14 06:24:52,Lat Pulldown,111
C4967,G9,U277,2025-09-24 01:15:33,Ab Machine,89
C4968,G1,U431,2025-10-02 17:56:36,Leg Press,39
C4969,G1,U256,2025-10-06 15:32:56,Ab Machine,44
C4970,G9,U58,2025-09-25 03:51:42,Treadmill,89
C4971,G9,U494,2025-10-08 20:12:28,Ab Machine,73
C4972,G9,U92,2025-10-18 23:04:40,Chest press,51
C4973,G2,U192,2025-10-18 07:53:18,Weight bench,97
C4974,G5,U146,2025-10-03 08:55:01,Squat Rack,57
C4975,G6,U56,2025-09-25 05:21:57,Stationary Bike,91
C4976,G9,U487,2025-10-10 03:22:58,Elliptical,37
C4977,G6,U162,2025-10-08 19:26:07,Weight bench,23
C4978,G6,U375,2025-10-21 12:47:19,Elliptical,83
C4979,G4,U199,2025-10-12 05:07:32,Leg Press,40
C4980,G8,U471,2025-09-29 17:51:06,Squat Rack,41
C4981,G5,U38,2025-10-09 04:25:36,Leg Press,34
C4982,G8,U237,2025-10-16 20:56:40,Ab Machine,102
C4983,G9,U339,2025-10-17 08:44:30,Leg Press,40
C4984,G4,U311,2025-10-18 13:53:18,Stationary Bike,95
C4985,G3,U370,2025-10-19 12:15:21,Bench Press,112
C4986,G2,U294,2025-10-17 11:48:21,Treadmill,39
C4987,G6,U447,2025-09-28 22:31:43,Bench Press,42
C4988,G1,U363,2025-09-25 11:52:42,Weight bench,29
C4989,G2,U274,2025-10-16 10:31:58,Rowing Machine,64
C4990,G8,U351,2025-10-18 03:21:57,Bench Press,37
C4991,G5,U232,2025-10-12 13:31:16,Chest press,41
C4992,G3,U359,2025-10-16 22:14:06,Chest press,84
C4993,G4,U292,2025-10-03 06:30:57,Weight bench,51
C4994,G3,U475,2025-09-23 12:57:31,Rowing Machine,76
C4995,G1,U209,2025-10-16 18:40:58,Bench Press,87
C4996,G1,U6,2025-10-18 05:27:19,Rowing Machine,82
C4997,G5,U35,2025-10-13 13:44:31,Elliptical,54
C4998,G6,U42,2025-10-15 12:47:46,Shoulder press,79
C4999,G6,U159,2025-10-02 07:06:32,Leg Press,76
C5000,G1,U450,2025-09-24 06:26:01,Bench Press,31
C5001,G5,U255,2025-10-02 04:50:43,Squat Rack,73
C5002,G8,U370,2025-10-14 19:53:32,Bench Press,110
C5003,G6,U146,2025-10-03 07:54:08,Rowing Machine,77
C5004,G1,U63,2025-10-12 19:17:40,Weight bench,98
C5005,G9,U216,2025-10-12 14:45:34,Bench Press,35
C5006,G4,U499,2025-10-19 23:33:07,Squat Rack,89
C5007,G6,U193,2025-10-01 22:57:29,Bench Press,84
C5008,G6,U299,2025-10-07 22:20:15,Bench Press,107
C5009,G7,U226,2025-09-27 22:34:21,Chest press,38
C5010,G9,U428,2025-10-07 16:46:45,Rowing Machine,17
C5011,G2,U103,2025-10-10 19:13:35,Ab Machine,27
C5012,G7,U440,2025-09-23 19:06:17,Squat Rack,76
C5013,G4,U14,2025-10-02 13:51:58,Elliptical,31
C5014,G9,U335,2025-10-01 20:50:31,Leg Press,69
C5015,G9,U135,2025-10-08 02:52:42,Stationary Bike,55
C5016,G8,U2,2025-09-30 15:06:22,Bench Press,100
C5017,G5,U139,2025-09-28 07:45:23,Stationary Bike,119
C5018,G7,U469,2025-10-11 22:19:16,Treadmill,28
C5019,G3,U138,2025-09-25 08:12:58,Stationary Bike,75
C5020,G1,U441,2025-10-01 15:09:28,Squat Rack,116
C5021,G7,U28,2025-10-07 09:14:53,Stationary Bike,46
C5022,G9,U103,2025-09-22 22:36:53,Leg Press,55
C5023,G3,U221,2025-10-05 17:25:49,Rowing Machine,108
C5024,G9,U476,2025-09-30 20:27:10,Ab Machine,114
C5025,G8,U412,2025-09-23 02:54:27,Elliptical,29
C5026,G5,U478,2025-10-17 19:47:18,Ab Machine,75
C5027,G6,U126,2025-10-07 22:56:39,Squat Rack,53
C5028,G8,U458,2025-10-01 04:44:42,Lat Pulldown,55
C5029,G9,U176,2025-10-12 17:21:00,Chest press,76
C5030,G9,U193,2025-09-22 13:42:34,Treadmill,61
C5031,G2,U97,2025-10-01 01:22:59,Weight bench,73
C5032,G3,U391,2025-09-24 15:18:45,Squat Rack,100
C5033,G3,U228,2025-09-24 21:11:43,Stationary Bike,62
C5034,G4,U352,2025-10-17 06:13:34,Rowing Machine,62
C5035,G9,U405,2025-09-28 21:34:18,Chest press,16
C5036,G9,U136,2025-10-01 07:55:05,Elliptical,65
C5037,G9,U487,2025-10-11 23:36:51,Treadmill,105
C5038,G4,U347,2025-10-08 09:03:42,Lat Pulldown,43
C5039,G7,U360,2025-10-21 17:29:05,Stationary Bike,56
C5040,G4,U314,2025-10-09 02:52:47,Rowing Machine,23
C5041,G2,U494,2025-10-22 12:40:27,Stationary Bike,49
C5042,G9,U117,2025-09-29 22:47:49,Elliptical,117
C5043,G1,U339,2025-10-17 22:29:09,Treadmill,46
C5044,G9,U362,2025-10-10 03:31:54,Weight bench,78
C5045,G4,U447,2025-10-15 11:41:16,Rowing Machine,54
C5046,G6,U189,2025-10-11 11:06:24,Bench Press,21
C5047,G8,U378,2025-10-05 06:29:08,Weight bench,98
C5048,G5,U129,2025-10-21 13:52:35,Leg Press,27
C5049,G8,U11,2025-10-07 13:21:02,Weight bench,73
C5050,G8,U195,2025-09-22 23:31:04,Shoulder press,98
C5051,G6,U30,2025-09-23 13:31:24,Bench Press,84
C5052,G5,U453,2025-10-12 21:15:42,Bench Press,19
C5053,G2,U350,2025-10-08 17:09:27,Leg Press,32
C5054,G4,U253,2025-10-01 18:20:31,Squat Rack,41
C5055,G2,U49,2025-10-04 19:13:15,Rowing Machine,66
C5056,G1,U157,2025-10-18 05:01:33,Leg Press,76
C5057,G3,U481,2025-10-22 00:36:20,Leg Press,117
C5058,G6,U23,2025-10-01 09:31:27,Ab Machine,38
C5059,G2,U181,2025-10-10 04:33:40,Rowing Machine,106
C5060,G2,U106,2025-10-07 14:07:41,Squat Rack,47
C5061,G8,U231,2025-10-13 04:18:02,Stationary Bike,86
C5062,G9,U442,2025-09-30 15:44:59,Elliptical,21
C5063,G5,U341,2025-09-30 03:37:31,Rowing Machine,90
C5064,G2,U108,2025-10-03 18:54:12,Squat Rack,22
C5065,G8,U320,2025-10-17 05:42:26,Shoulder press,75
C5066,G5,U293,2025-10-12 08:52:00,Leg Press,35
C5067,G4,U437,2025-10-09 05:56:38,Bench Press,46
C5068,G1,U162,2025-10-03 20:27:38,Squat Rack,28
C5069,G7,U221,2025-10-21 23:16:43,Elliptical,16
C5070,G5,U434,2025-10-02 05:49:17,Leg Press,44
C5071,G6,U350,2025-09-28 11:11:24,Weight bench,66
C5072,G1,U488,2025-10-01 06:14:02,Ab Machine,39
C5073,G2,U155,2025-10-08 23:10:03,Lat Pulldown,113
C5074,G5,U104,2025-10-07 07:08:26,Chest press,82
C5075,G6,U131,2025-10-17 11:11:34,Treadmill,16
C5076,G4,U336,2025-10-17 07:19:28,Treadmill,16
C5077,G4,U249,2025-10-08 07:14:45,Shoulder press,97
C5078,G3,U223,2025-10-20 04:08:05,Shoulder press,114
C5079,G5,U234,2025-10-03 15:16:10,Elliptical,113
C5080,G7,U382,2025-10-06 05:58:11,Rowing Machine,114
C5081,G8,U235,2025-10-16 20:30:55,Bench Press,71
C5082,G2,U224,2025-10-07 19:02:25,Treadmill,45
C5083,G5,U204,2025-10-17 18:52:34,Rowing Machine,106
C5084,G7,U96,2025-10-13 14:16:50,Rowing Machine,81
C5085,G1,U45,2025-09-23 05:31:51,Elliptical,89
C5086,G9,U127,2025-10-17 10:51:53,Bench Press,72
C5087,G7,U69,2025-10-13 07:44:17,Bench Press,105
C5088,G2,U187,2025-10-11 12:24:08,Leg Press,22
C5089,G6,U271,2025-10-16 11:31:35,Lat Pulldown,117
C5090,G3,U495,2025-10-06 07:52:36,Shoulder press,38
C5091,G7,U32,2025-10-10 19:22:18,Leg Press,52
C5092,G5,U436,2025-10-16 14:18:13,Rowing Machine,71
C5093,G9,U380,2025-10-17 06:10:39,Leg Press,74
C5094,G5,U479,2025-10-11 21:47:26,Rowing Machine,59
C5095,G9,U39,2025-10-02 20:17:10,Shoulder press,113
C5096,G3,U359,2025-10-15 15:51:33,Chest press,58
C5097,G2,U431,2025-10-18 02:08:41,Treadmill,113
C5098,G4,U220,2025-10-15 10:03:13,Chest press,62
C5099,G3,U357,2025-10-11 12:07:59,Lat Pulldown,22
C5100,G4,U395,2025-10-21 19:29:03,Bench Press,96
C5101,G3,U8,2025-09-23 09:01:57,Treadmill,27
C5102,G5,U462,2025-10-04 08:55:51,Treadmill,95
C5103,G5,U328,2025-10-21 05:03:27,Rowing Machine,59
C5104,G8,U129,2025-10-02 19:23:11,Weight bench,60
C5105,G7,U451,2025-10-07 10:52:45,Treadmill,84
C5106,G1,U464,2025-10-07 12:44:16,Elliptical,63
C5107,G6,U321,2025-10-07 17:47:16,Chest press,25
